ID	Name	Desc	sParam1	sParam2
10096	Đại năng điểm hóa	    Vài ngày trước, một nhóm thương nhân từ hiệp hội thương nhân đã mất tích khi khám phá vết nứt không gian. Khi mọi người nghĩ rằng những người này đã gặp nạn, vết nứt không gian lại mở ra lần nữa, và những thương nhân này đã an toàn trở về, thậm chí còn mang theo nhiều hàng hóa kỳ lạ từ thế giới khác. <br> Tuy nhiên, số lượng lớn hàng hóa từ thế giới khác mang theo khí tức thiên đạo của thế giới khác, bị ảnh hưởng bởi thiên đạo của thế giới khác, thiên đạo của thế giới này cũng đã xảy ra một số thay đổi tạm thời. Thậm chí, hóa thân của đạo âm dương là Chúc Long cũng trở nên có chút kỳ lạ...		
10097	Thiên địa thông linh	    [NAME] có cơ duyên trời ban, vào [TIME], được điểm hóa mà thông linh, trở thành tinh quái.		
10098	Giác tỉnh linh cơ	    [NAME] có cơ duyên trời ban, vào [TIME], trong [WEATHER] tình cờ thu được linh cơ của thiên địa, đã thức tỉnh ý thức tự chủ, trở thành tinh quái.		
10099	Khải trí hùng			Trong [TXT], một con gấu không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10100	Khải trí thỏ tử			Trong [TXT], một con thỏ không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10101	Khải trí kê			Trong [TXT], một con gà không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10102	Khải trí lang			Trong [TXT], một con sói không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10103	Khải trí xà			Trong [TXT], một con rắn tình cờ nhận thức được [FRAG], đã phát sinh ra trí tuệ.
10104	Khải trí dã trư			Trong [TXT], một con lợn rừng không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10105	Khải trí oa			Trong [TXT], một con ếch không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10106	Khải trí ô quy			Trong [TXT], một con rùa không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10107	Khải trí miêu			Trong [TXT], một con mèo không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10108	Khải trí hổ			Trong [TXT], một con hổ không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10109	Khải trí ngưu			Trong [TXT], một con bò không biết vì lý do gì, bất ngờ cảm nhận được nhiều lần [FRAG], đã phát sinh ra trí tuệ.
10110	Khải trí hùng			Trong [TXT], một con gấu sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10111	Khải trí thỏ tử			Trong [TXT], một con thỏ sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10112	Khải trí kê			Trong [TXT], một con gà sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10113	Khải trí lang			Trong [TXT], một con sói sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10114	Khải trí xà			Trong [TXT], một con rắn sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10115	Khải trí dã trư			Trong [TXT], một con lợn rừng sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10116	Khải trí oa			Trong [TXT], một con ếch sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10117	Khải trí ô quy			Trong [TXT], một con rùa sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10118	Khải trí miêu			Trong [TXT], một con mèo sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10119	Khải trí hổ			Trong [TXT], một con hổ sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10120	Khải trí ngưu			Trong [TXT], một con bò sau nhiều lần [FRAG], đã nảy ra ý tưởng bất ngờ, phát sinh ra trí tuệ.
10121	Kẻ thù rút lui	    [NAME] có cơ duyên trời ban, bên cạnh [TNAME] nhiều năm, lắng nghe huyền diệu, linh tính dần dần tích lũy, đã tình cờ vào [TIME] thức tỉnh ý thức tự chủ, trở thành tinh quái.		
10122	Phi thăng	    Có một nhóm tồn tại đầy thù địch có ý định tấn công các ngươi, nhưng nghĩ đến danh tiếng của môn phái ngươi trong giới tu hành, cuối cùng họ đã chọn lùi bước.		
10127	Khí vận ngưng tụ	    Một bầy kẻ thù bị chuyển đến đây qua vết nứt không gian.		
10128	Khí vận ngưng tụ	    Sau khi chinh phục các phái bằng sức mạnh vô song, toàn bộ vận mệnh của giới tu hành hội tụ tại môn phái của ngươi. Bị ảnh hưởng bởi điều này, Tiểu Càn Khôn giới thậm chí phát ra ánh sáng mờ mờ, xuất hiện những biến đổi kỳ lạ.		
10129	Khí vận ngưng tụ	    Chỉ trong vài năm ngắn ngủi, số lượng người phi thăng từ môn phái của ngươi đã hợp thành đại diễn số, vận khí thiên đạo khổng lồ vì vậy mà hội tụ tại môn phái của ngươi. Bị ảnh hưởng bởi điều này, Tiểu Càn Khôn giới thậm chí phát ra ánh sáng mờ mờ, xuất hiện những biến đổi kỳ lạ.		
10130	Khí vận ngưng tụ	    Trải qua tu luyện gian khổ, trong phái của ngươi đã có người tu luyện Kim Đan vượt qua cửu trọng thiên kiếp, tu vi vô thượng thu hút vận khí thiên địa hội tụ. Bị ảnh hưởng bởi điều này, Tiểu Càn Khôn giới thậm chí phát ra ánh sáng mờ mờ, xuất hiện những biến đổi kỳ lạ.		
10131	Khí vận ngưng tụ	    Thời gian trôi qua, ngươi đã thành lập môn phái tại đây đã gần vài chục năm, thời gian dài khiến vận mệnh của môn phái ngươi dần dần hòa hợp với thiên địa nơi này. Bị ảnh hưởng bởi điều này, Tiểu Càn Khôn giới thậm chí phát ra ánh sáng mờ mờ, xuất hiện những biến đổi kỳ lạ.		
10132	Khí vận ngưng tụ	    Để giải quyết bí ẩn diệt môn của Thái Nhất Môn, ngươi đã trải qua cuộc điều tra gian khổ, không ngờ dần dần tiếp cận được bí mật cổ xưa nhất của thế giới này. Trong quá trình điều tra, lượng vận khí thiên đạo lớn đã hội tụ. Bị ảnh hưởng bởi điều này, Tiểu Càn Khôn giới thậm chí phát ra ánh sáng mờ mờ, xuất hiện những biến đổi kỳ lạ.		
10133	Thời cơ sắp đến	    Gần đây, thiên đạo đã xảy ra biến đổi lớn, bị ảnh hưởng bởi điều này, Tiểu Càn Khôn giới thậm chí phát ra ánh sáng mờ mờ, xuất hiện những biến đổi kỳ lạ.		
10123	Thương nhân thế giới khác	    [NAME] bằng thân thể thành thánh, phá vỡ hư không, siêu thoát khỏi thế giới này, phi thăng thành tiên. Chỉ để lại truyền thuyết Cung cấp hậu nhân chiêm ngưỡng.<br> Có thơ làm chứng:giác đã ngàn năm.<br>Cướp đến tan hết hoàn toàn nói, phàm trần lần này đi tận như khói.[/color]		
10124	Khe nứt thế giới khác	    [NAME] từ hiệp hội thương nhân bị chuyển đến đây qua vết nứt không gian.		
10125	Khe nứt thế giới khác	    Một bầy thú điên cuồng bị chuyển đến đây qua vết nứt không gian.		
10126	Khe nứt thế giới khác	    Một số yêu thú bị chuyển đến đây qua vết nứt không gian.		
30001	Quái thú xâm lấn	    Một số yêu thú xuất hiện gần đó, chúng đầy thù địch.		
30002	Quái thú xâm lấn	    Một số yêu thú xuất hiện gần đó, chúng đầy thù địch.		
30003	Quái thú xâm lấn	    Một số yêu thú xuất hiện gần đó, chúng đầy thù địch.		
30004	Tấn công mạnh mẽ	    Tiểu Càn Khôn giới đột nhiên phát ra động tĩnh, ngươi nhớ đến giao ước với Phí Bì Không, có vẻ như thời điểm đã đến rồi...		
30005	Tấn công mạnh mẽ	    Tiểu Càn Khôn giới đột nhiên phát ra động tĩnh, ngươi nhớ đến giao ước với Phí Bì Không, có vẻ như thời điểm đã đến rồi...		
30006	Tấn công mạnh mẽ	    Tiểu Càn Khôn giới đột nhiên phát ra động tĩnh, ngươi nhớ đến giao ước với Phí Bì Không, có vẻ như thời điểm đã đến rồi...		
30008	Vĩnh Dạ	   Một số sát thủ bí ẩn được phái đến tấn công môn phái của ngươi.		
30009	Sóng nhiệt	    Đá âm dương có chút không ổn định, dẫn đến âm tính mất cân bằng, mặt trời vẫn không mọc lên.		
30010	Lạnh giá	    Cửa địa phổi không ổn định, dẫn đến nhiệt độ bất thường tăng cao.		
30012	Bão lớn	    Một cơn bão mạnh mẽ ập đến, thuộc tính nước trong thiên địa trở nên cực kỳ hoạt động.		
30013	Gió nóng	    Một cơn gió nóng bức ập đến, thuộc tính lửa trong thiên địa trở nên cực kỳ hoạt động.		
30014	Bão cát	    Một trận bão cát ập đến, thuộc tính đất trong thiên địa trở nên cực kỳ hoạt động.		
30015	Linh khí cạn kiệt	    Không biết vì lý do gì, linh khí trong thiên địa đã bước vào thời kỳ tạm thời thấp.		
30018	Vĩnh Dạ	    Một đám mây quái dị che trời, sẽ kéo dài một thời gian không thấy ánh mặt trời.		
30019	Bệnh dịch	    Một trận sương mù bao trùm toàn khu vực, thuộc tính gỗ trong thiên địa trở nên cực kỳ hoạt động.		
30020	Bão sấm	    Một trận bão sấm sét ập đến, thuộc tính kim trong thiên địa trở nên cực kỳ hoạt động.		
30021	Tấn công mạnh mẽ	    Tiểu Càn Khôn giới đột nhiên phát ra động tĩnh, ngươi nhớ đến giao ước với Phí Bì Không, có vẻ như thời điểm đã đến rồi...		
30022	Bão sấm	    Lò đan băng huyền không ổn định, dẫn đến nhiệt độ bất thường giảm thấp.		
30028	Người tị nạn đi qua	    Một người tị nạn trốn tránh chiến tranh đi qua đây, [IT] mong muốn gia nhập với các ngươi.		
30043	Người đi đường lạc lối	    Một người đi đường bị lạc gần đây, mong muốn nhận được sự giúp đỡ của chúng ta.	迷路的路人	
30044	Người đi đường tò mò	    Một người đi đường đầy tò mò tình cờ đến đây, đặc biệt muốn biết chúng ta đang làm gì.	好奇的路人	
30045	Người đi đường bị thương	    Một người đi đường bị thương, mong muốn tạm thời ở lại nghỉ ngơi và nhận sự giúp đỡ của chúng ta.	受伤的路人	
30083	Linh khí bùng nổ	    Không biết vì lý do gì, linh khí trong thiên địa đột nhiên bùng nổ. Một số thực vật bị nhiễm, biến thành linh mộc.		
30111	Bão cát	    Hang động bí ẩn cảm ứng với thiên địa, tạo ra một trận bão sấm sét.		
30112	Quái thú xâm lấn	    Dưới ảnh hưởng của Địa Mẫu thạch, một trận bão bụi đã ập đến.		
30113	Quái thú xâm lấn	    Một số yêu thú xuất hiện gần đó, chúng đầy thù địch.		
30114	Quái thú xâm lấn	    Một số yêu thú xuất hiện gần đó, chúng đầy thù địch.		
30115	Quái thú xâm lấn	    Một số yêu thú xuất hiện gần đó, chúng đầy thù địch.		
30116	Quái thú xâm lấn	    Một số yêu thú xuất hiện gần đó, chúng đầy thù địch.		
30117	Đài thiên ứng	    Địa Mẫu thạch hấp thụ dinh dưỡng từ đất đai đã khiến một số yêu thú tức giận, chúng đầy thù địch!		
50001	Apocalyptic Remnants	    Bỗng một tiếng nổ lớn, vài dải sáng từ chân trời rơi xuống gần đó, không rõ là thứ gì.		
50002	Quái thú xâm lấn	    Một số yêu thú xuất hiện gần đó, chúng đầy thù địch.		
50003	Tấn công mạnh mẽ	    Tiểu Càn Khôn giới đột nhiên phát ra động tĩnh, ngươi nhớ đến giao ước với Phí Bì Không, có vẻ như thời điểm đã đến rồi...		
50004	Người đi đường lạc lối	    Một người đi đường bị lạc gần đây, mong muốn nhận được sự giúp đỡ của chúng ta.	Người đi đường lạc lối	
50005	仙友来访	    Một Bằng Hữu tiên đến thăm môn phái của ngươi, có lẽ là muốn ở lại vài ngày.	仙友来访	
50006	Linh quái đi qua	    Một [NAME] có khả năng giao tiếp xuất hiện gần đó, nó đầy tò mò.		
50007	Yêu cầu được bảo vệ	    Một con yêu tộc vừa hóa hình yêu cầu sự che chở của ngươi, mong muốn được giúp đỡ để vượt qua kiếp nạn hóa hình.		


