ID	Desc	Name
21	[b][align=center][color=#ffe5a1][size=22]Chế độ chơi mới -- Vạn Vật Thông Linh[/size][/color][/align][/b] Khắp thế gian, hoa cỏ cây cối, bàn ghế tường cửa, đao kiếm thư họa v.v..., tuy không có linh hồn và ý thức, nhưng qua năm tháng đều tích tụ linh tính, nhất là những vật phẩm thường xuyên ở bên cạnh cao nhân. Đối với những vật phẩm có linh tính sâu dày này, chỉ cần gặp được cơ duyên hoặc được cao nhân điểm hóa, sẽ có thể khai mở ý thức bản ngã, gọi là Tinh quái.\n\n[b][size=20][color=#F2D896]Cơ duyên thông linh:[/size][/color][/b]\nPhàm vật thế gian, khi gặp biến động thiên tượng mà được cơ duyên, hoặc gặp cao nhân điểm hóa, sẽ mở ra linh trí, đây là nguồn gốc sinh ra tinh quái. Cơ duyên thông linh của phàm vật bao gồm những loại sau:\n[b]· Cao nhân khai sáng:[/b]\nTu Hành Giả đạo hạnh cao thâm luôn cảm ngộ Thiên Địa, khí tức quanh thân lan tỏa bốn phía, trong số những vật phàm ở gần, nếu đủ cơ duyên sẽ có thể khai mở linh trí.\n[b]· Thiên tượng cảm hóa:[/b]\nMỗi dị tượng tự nhiên đều đại biểu cho biến động mãnh liệt giữa các quy tắc của Thiên Địa, vào thời khắc này, những phàm vật có cơ duyên thường sẽ nhận được cảm hóa mà khai mở linh trí.\n[b]· Thần thông điểm hóa:[/b]\nMột số thần thông đặc biệt có thể trực tiếp cưỡng ép điểm hóa cho phàm vật thông linh, song thường rất khó thành công, phải kiên trì nỗ lực trong thời gian dài.\n\n[b][size=20][color=#F2D896]Phàm vật thông linh:[/size][/color][/b]\nMột khi phàm vật được thông linh, sẽ xảy ra các thay đổi sau:\n[b]· Bản chất thăng hoa:[/b]\nSau khi thông linh, bản chất của phàm vật sẽ biến đổi, cấp sẽ được nâng lên 1 bậc.\n[b]· Xu lợi tỵ hại:[/b]\nSau khi thông linh, phàm vật sẽ có phản ứng với nguy hiểm và lợi ích từ bên ngoài, mặc dù phản ứng này thường không mang lại tác dụng thực tế.\n[b]· Nuốt chửng trưởng thành:[/b]\nSau khi thông linh, phàm vật có năng lực nuốt chửng, có thể thay đổi tỷ lệ Ngũ hành của bản thân dựa vào thuộc tính Ngũ hành của vật nuốt chửng. Điều này ảnh hưởng trực tiếp đến thuộc tính sau khi hóa hình thành người.\n\n[b][size=20][color=#F2D896]Tạo Hóa Tố Thể:[/size][/color][/b]\nNếu Tinh quái được Tu Hành Giả dùng tinh túy Tạo Hóa của Thiên Địa để tạo hóa hóa hình, sẽ có được Nhân thân. Lúc này, Tinh quái có thể bước vào con đường tu luyện, có được cơ duyên Trường Sinh.\n\n[b][size=20][color=#F2D896]Sau khi Tạo Hóa Tố Thể, Tinh quái sẽ có các thay đổi sau:[/size][/color][/b]\n[b]· Ngây thơ tâm tính:[/b]\nTinh quái vốn tính cách phóng khoáng, khó kiên định tĩnh tâm để tham ngộ đạo pháp. Nhưng vì tâm tư đơn thuần, nên tâm cảnh của Tinh quái vốn dĩ cực tốt, khó dễ bị chấp niệm hay tạp niệm quấy nhiễu. Xét từ khía cạnh này, bọn họ có thể xem là có tâm tính tu luyện hàng đầu.\n[b]· Ngũ hành chi thân:[/b]\nTinh quái khác với Con người vốn đã đủ ngũ hành. Khi Tạo Hóa Tố Thể, tỷ lệ Ngũ hành của Tinh quái sẽ ảnh hưởng lớn đến thuộc tính ngũ chiều và căn cơ thiên phú của thân thể sau khi hóa hình. Dù cho ngũ hành không cân bằng sẽ gây nên nhiều khiếm khuyết, nhưng cũng có thể đạt thành Ngũ Hành Chi Thân mà con người tuyệt không thể có.\n[b]· Bản chất thăng hoa:[/b]\nKhi Tinh quái bắt đầu con đường tu luyện, bản thể của chúng sẽ tiếp tục thăng hoa theo Tu vi nói chung, đây cũng là lý do chúng thường gặp họa.\n[b]· Đặc điểm thiên phú:[/b]\nTùy vào nguyên thân khác nhau, Tinh quái sẽ có đặc chất mạnh mẽ riêng ở một số phương diện nhất định, là thiên phú mà các sinh linh khác khó mà tưởng tượng.\nVật vô tri thông linh, rồi hóa hình, trong quá trình ấy còn bị đủ loại Tu Hành Giả nhòm ngó, quả thực vô cùng gian nan – có lẽ đây chính là sự bù đắp của Thiên Đạo.	Vạn vật thông linh
22	[b][align=center][color=#ffe5a1][size=22]Chế độ chơi mới - Động Vật Thành Tinh[/size][/color][/align][/b][b][size=20][color=#F2D896]Khai Mở Trí Tuệ:[/size][/color][/b]\nNhờ cơ duyên ngẫu nhiên hoặc sử dụng linh đơn tiên gia, động vật bắt đầu có ý thức nhận biết, có thể cảm nhận thế giới xung quanh.\n\n[b][size=20][color=#F2D896]Ký ức và Suy Ngẫm:[/size][/color][/b]\nĐộng vật đã khai trí sẽ có ấn tượng mơ hồ về vạn vật trong thiên địa. Khi những ấn tượng này lặp lại, chúng sẽ ghi nhớ và suy ngẫm, từ đó hình thành các mảnh vỡ:\n[b]·[/b]Nhận Thức: Hiểu biết về sự vật, chủ yếu tăng thuộc tính chiến đấu.\n[b]·[/b]Lý Trí: Hiểu các tình huống, chủ yếu tăng tốc tu luyện.\n[b]·[/b]Cảm Giác: Cảm nhận cảm xúc, dựa trên ngũ hành, nhưng sẽ làm suy yếu kháng tính thuộc tính tương ứng.\n\n[b][size=20][color=#F2D896]Hình Thành Linh Trí:[/size][/color][/b]\nKhi sở hữu đồng thời mảnh vỡ Lý Trí, Cảm Giác và Nhận Thức, động vật có thể thức tỉnh một tầng Linh Trí. Đây là nhận thức đầu tiên về thế giới, nên nội dung mảnh vỡ sẽ ảnh hưởng sâu sắc đến thuộc tính của nó.\n\n[b][size=20][color=#F2D896]Cảm Ứng Linh Khí:[/size][/color][/b]\nSau khi khai trí, động vật dần cảm ứng được linh khí, chuẩn bị cho quá trình bán hóa hình.\n\n[b][size=20][color=#F2D896]Bán Hóa Hình:[/size][/color][/b]\nKhi tích lũy đủ Linh Trí cơ bản và tinh nguyên cần thiết, động vật có thể thức tỉnh và bán hóa thành hình dạng con người.\n\n[b][size=20][color=#F2D896]Thiên Kiếp Hóa Hình:[/size][/color][/b]\nViệc bán hóa hình là hành vi nghịch thiên. Khi bán hóa hình, Thiên Đạo sẽ chú ý và giáng xuống Thiên Kiếp. Linh Trí càng cao thì Thiên Kiếp đến càng sớm. Vượt qua sẽ hoàn toàn hóa người; thất bại sẽ mất Linh Trí, trở thành yêu thú cùng cảnh giới và đoạn tuyệt cơ duyên.	Động vật thành tinh
23	[b][align=center][color=#ffe5a1][size=22]Thần Thông Mới[/size][/color][/align][/b][b][size=20][color=#F2D896]Huyền Hồn Tạo Mệnh:[/size][/color][/b]\nTiêu hao 7 U Phách và 3 Linh Phách, thử nghiệm linh hóa vật phẩm mục tiêu. Kết quả linh hóa cần thời gian để hiển thị. Vật phẩm đang linh hóa không thể linh hóa lại. Đạo hạnh người thi triển càng cao, số lần linh hóa càng nhiều, tỷ lệ thành công càng lớn.\n[b][size=20][color=#F2D896]Mệnh Hỏa Trúc Linh:[/size][/color][/b]\nTiêu hao 10 năm Tuổi Thọ và 1 Nguyên Linh Chi Phách, thử nghiệm linh hóa công trình mục tiêu. Kết quả linh hóa cần thời gian để hiển thị. Công trình đang linh hóa không thể linh hóa lại. Đạo hạnh người thi triển càng cao, số lần linh hóa càng nhiều, tỷ lệ thành công càng lớn.\n[b][size=20][color=#F2D896]Tạo Hóa Tố Thể:[/size][/color][/b]\nTiêu hao 1 Tạo Hóa Ngọc Tử, khôi phục mục tiêu về trạng thái 14 tuổi và tái sinh mọi bộ phận Cơ Thể đã mất.\n[b][size=20][color=#F2D896]Hơi Thở Tạo Hóa:[/size][/color][/b]\nMô phỏng biến hóa Thiên Đạo, giúp động vật cảm nhận huyền diệu của tạo hóa, thúc đẩy thức tỉnh Linh Trí. Hành động này phạm Thiên Đạo, tiêu hao Tuổi Thọ.\n[b][size=20][color=#F2D896]Nguyên Linh Bổ Thiên Quyết:[/size][/color][/b]\nSử dụng lên Phôi Bảo Vật, tiêu hao 1 Nguyên Linh Chi Phách, lập tức kích hoạt điều kiện của nó.\n[b][size=20][color=#F2D896]Pháp Thuật Cá Voi Thở:[/size][/color][/b]\nKích hoạt hô hấp cường độ cao tại mục tiêu, hiệu suất gấp trăm lần. Sau khi thi triển, Phổi và Ngực quá tải, hiệu suất hô hấp giảm mạnh trong 10 ngày.\n[b][size=20][color=#F2D896]Thôn Tận Chi Khẩu:[/size][/color][/b]\nMở Thôn Tận Chi Khẩu, tăng tốc vận hành Cơ Thể và cưỡng chế hấp thu linh khí thiên địa. Thi triển lần nữa để ngừng hiệu ứng.\n[b][size=20][color=#F2D896]Thử Sinh Thúc Hốt:[/size][/color][/b]\nVận chuyển Chân Khí dị thể toàn thân, đẩy nhanh tiêu hao Sinh Mệnh và tốc độ rèn luyện Cơ Thể. Thi triển lần nữa để ngừng hiệu ứng.\n[b][size=20][color=#F2D896]Thử Sinh Hư Vọng:[/size][/color][/b]\nVận chuyển Chân Khí dị thể toàn thân, đẩy nhanh tiêu hao Sinh Mệnh và hiệu suất rèn luyện Cơ Thể. Thi triển lần nữa để ngừng hiệu ứng.\n[b][size=20][color=#F2D896]Vận Chuyển Khí Huyết:[/size][/color][/b]\nTiêu hao 50 Tinh Hoa Sinh Cơ, tuần hoàn Khí Huyết toàn thân, hồi phục tổn thương trong 100 giây.\n[b][size=20][color=#F2D896]Thần Ân Tứ Mệnh:[/size][/color][/b]\nCây hoa hữu mệnh, cỏ cây vô tình. Để linh hóa thực vật, cần tu sĩ Thần Đạo dùng 1 điểm Nhân Tính làm mồi, tiêu hao 9 Chấp Niệm Kết Tinh và 1 Nguyên Linh Chi Phách để thức tỉnh Linh Trí của nó. Kết quả linh hóa cần thời gian để hiển thị. Thực vật đang linh hóa không thể linh hóa lại. Thần Tính người thi triển càng cao, số lần linh hóa càng nhiều, tỷ lệ thành công càng lớn.\n[b][size=20][color=#F2D896]Thông Tâm: Phẫn Nộ:[/size][/color][/b]\nDùng Mộc Linh Khí gây cảm xúc phẫn nộ ở động vật, thúc đẩy thức tỉnh Linh Trí. Hành động này phạm Thiên Đạo, tiêu hao Tuổi Thọ.\n[b][size=20][color=#F2D896]Thông Tâm: Hoan Hỷ:[/size][/color][/b]\nDùng Hỏa Linh Khí gây cảm xúc vui vẻ ở động vật, thúc đẩy thức tỉnh Linh Trí. Hành động này phạm Thiên Đạo, tiêu hao Tuổi Thọ.\n[b][size=20][color=#F2D896]Thông Tâm: Hoài Niệm:[/size][/color][/b]\nDùng Thổ Linh Khí gây cảm xúc hoài niệm ở động vật, thúc đẩy thức tỉnh Linh Trí. Hành động này phạm Thiên Đạo, tiêu hao Tuổi Thọ.\n[b][size=20][color=#F2D896]Thông Tâm: Khiếp Sợ:[/size][/color][/b]\nDùng Thủy Linh Khí gây cảm xúc sợ hãi ở động vật, thúc đẩy thức tỉnh Linh Trí. Hành động này phạm Thiên Đạo, tiêu hao Tuổi Thọ.\n[b][size=20][color=#F2D896]Thông Tâm: Ưu Tư:[/size][/color][/b]\nDùng Kim Linh Khí gây cảm xúc lo âu ở động vật, thúc đẩy thức tỉnh Linh Trí. Hành động này phạm Thiên Đạo, tiêu hao Tuổi Thọ.\n[b][size=20][color=#F2D896]Nguyên Linh Bổ Thiên Quyết:[/size][/color][/b]\nSử dụng lên Phôi Bảo Vật, tiêu hao 1 Nguyên Linh Chi Phách, lập tức kích hoạt điều kiện của nó.	Thần thông mới
24	[b][align=center][color=#ffe5a1][size=22]Nội dung mới bổ sung[/size][/color][/align][/b][b][size=20][color=#F2D896]Mở khóa bí mật:[/size][/color][/b]\n[b]·Yêu tộc quật khởi:[/b]Thánh địa Long Nhai của yêu tộc, cùng những pháp môn tu luyện đã thất truyền từ lâu, đã tái hiện ở nhân gian. Yêu tộc vốn yếu thế trong giới tu luyện giờ đây cũng có cơ hội quật khởi. Vạn Yêu Điện ẩn mình trong đại mạc cũng đang rục rịch trở lại.\n[b]·Long Nhai Thạch Khắc:[/b]Nghe đồn, sâu trong đại mạc bỗng trời long đất lở, Thánh địa Long Nhai Thạch Khắc thời thượng cổ của yêu tộc lại xuất hiện ở nhân gian!\n\n[b][size=20][color=#F2D896]Đạo cụ mới:[/size][/color][/b]\n[b]·Ngọc Linh chi Phách:[/b]\nTinh quái sinh ra ý thức là khe hở của thiên đạo, Ngọc Linh chi Phách chính là một tia huyền diệu luyện ra từ khe hở đó trong tinh quái.\n[b]·Linh Nô Yêu chi Phách:[/b]\nMảnh vỡ hồn phách của Linh Nô Yêu, có lẽ liên quan đến truyền thuyết mèo có chín mạng, bên trong chứa đựng một số sức mạnh huyền diệu, sử dụng có thể tăng thêm một phân thần. Vật này chỉ dùng được một lần trong đời, chỉ tu sĩ Nguyên Thần kỳ dùng mới có hiệu quả.	Nội dung thêm
25	[b][align=center][color=#ffe5a1][size=22]Chủng tộc mới - Mạc[/size][/color][/align][/b]Sâu trong rừng trúc xuất hiện một sinh vật mới: Mạc.\nNuôi dưỡng chúng, để sự đáng yêu lan tỏa khắp môn phái của bạn!\n\n[b][size=20][color=#F2D896]Yêu Mạc xâm nhập:[/size][/color][/b]\nYêu Mạc hóa hình thất bại ngoài hoang dã đôi khi sẽ xâm nhập môn phái của bạn.\n\n[b][size=20][color=#F2D896]Yêu Mạc:[/size][/color][/b]\nMạc sau khi khai trí tu luyện, cuối cùng hóa hình thành Yêu Mạc. Chúng sở hữu đặc tính chủng tộc độc nhất vô nhị, nếu bước vào con đường Thể Tu còn có thể mở khóa Bí Thể riêng.\n\n[b][size=20][color=#F2D896]Thiên phú Yêu Mạc:[/size][/color][/b]\nSinh ra đã có sức hút cực cao, ngây thơ đáng yêu, tinh nghịch và lười biếng. Thể chất hòa hợp Âm Dương, rất có lợi cho việc tu luyện.\n\n[b][size=20][color=#F2D896]Thần thông Yêu Mạc:[/size][/color][/b]\nNguyên thân chân lực (Hỗn): Đốt cháy nhanh nguồn gốc sinh mệnh, thúc đẩy sức mạnh nguyên thân của yêu tộc, tăng mạnh uy lực Ngự Khí, uy lực Bí Thể, linh khí hộ thuẫn và độ bền Bí Thể.\n\n[b][size=20][color=#F2D896]Bí Thể Yêu Mạc:[/size][/color][/b]\n[b]·Hỗn Nguyên Thể:[/b]\nBí Thể truyền thừa trong huyết mạch Mạc Yêu cổ đại, dùng Âm Dương chi lực tôi luyện thân thể, hợp nhất chân khí toàn thân, hợp thể va chạm, vạn vật đều vỡ.\n[b]·Âm Dương Bão:[/b]\nBí Thể truyền thừa trong huyết mạch Mạc Yêu cổ đại, cực kỳ giỏi trấn áp pháp bảo. Lấy Âm chi lực tôi luyện tay trái, Dương chi lực tôi luyện tay phải, Âm Dương vận hành hai tay như cối xay trời đất nghiền nát, khiến kẻ địch hóa thành bột mịn	Chủng tộc mới
26	[b][align=center][color=#ffe5a1][size=22]Linh thú mới--Anh em Thiên Mặc[/size][/color][/align][/b]Tu Tu và Tiên Tiên là một cặp anh em. Trong một tai nạn, anh trai Tu Tu đã chuyển tinh hoa sinh mệnh cho em mình là Tiên Tiên để cứu sống em, từ đó linh trí và Cơ thể không còn tự Trưởng thành được nữa. Cũng nhờ vậy, hai anh em có được năng lực cộng sinh kỳ diệu.\nAnh em Thiên Mặc là những Đại sứ ngoại giao bẩm sinh; phái bọn họ tới Môn phái khác có thể nhanh chóng thay đổi quan hệ giữa các Môn phái. Bạn hiện có cơ hội mời họ về Môn phái của mình, cùng nhau Trưởng thành.\n\n[b][size=20][color=#F2D896]Thần thông Linh thú mới:[/size][/color][/b]\n[b]· Bằng Hữu thiên nhiên:[/b][color=#FF0000][/color]\nThuần hóa nhiều loại Linh thú hoang dã.\n[b]· Đại sứ Tiên Giới:[/b][color=#FF0000][/color]\nPhái đến một Môn phái để cải thiện quan hệ giữa đối phương và Môn phái của ta.\n\n[b][size=20][color=#F2D896]Thuật pháp Linh thú mới:[/size][/color][/b]\n[b]· Từ quang dị giới:[/b]\nGây sát thương Vô Thuộc Tính cho Kẻ địch.\n[b]· Xâm thực âm dương:[/b]\nSử dụng sức mạnh Âm Dương để giảm mạnh phòng ngự của Kẻ địch.	Linh thú mới
27	[b][align=center][color=#ffe5a1][size=22]Địa điểm mới - Đại Trúc Lâm[/size][/color][/align][/b]Nơi đây khí hậu ôn hòa, có núi có nước, thích hợp cho trúc phát triển, nhiều mạc cư ngụ tại đây.	Địa điểm mới
28	[b][align=center][color=#ffe5a1][size=22]Tin tức bí mật mới--Thiên Mạch Ngọc Bội[/size][/color][/align][/b]Được cho là sâu trong Đại Trúc Lâm có một viên ngọc kỳ diệu, một nửa đen một nửa trắng, rất giống với di vật của Thiên Mạch trong truyền thuyết.	Bí mật mới
29	[b][align=center][color=#ffe5a1][size=22]Lối chơi mới - Câu cá[/size][/color][/align][/b][b][size=20][color=#F2D896]Mở khóa hệ thống câu cá:[/size][/color][/b]\nSử dụng cần câu làm từ cây tre có thể đi đến các vùng nước để câu cá.\n\nGiới tu tiên tồn tại vô số loài cá kỳ lạ, với tập tính sinh hoạt hoàn toàn khác biệt. Cách câu được chúng là một trong những thú vui lớn nhất của các Tu Hành Giả. Tất nhiên, giới tu tiên không chỉ có thể câu được mỗi cá đâu.\n\n[b]·Thêm 64 loại cá khác nhau.[/b]\n\n[b]·Thêm đồ ăn và món ăn liên quan đến cá.[/b]\n	Cách chơi mới
30	[b][align=center][color=#ffe5a1][size=22]Thực vật mới[/size][/color][/align][/b][b][size=20][color=#F2D896]Thêm thực vật: Tre[/size][/color][/b]\nCó thể thu hoạch Cây tre và Trúc Duẩn\n\n[b][size=20][color=#F2D896]Đồ ăn mới:[/size][/color][/b]\nThêm món ăn và món chế biến liên quan đến Trúc Duẩn\n\n[b][size=20][color=#F2D896]Công trình mới:[/size][/color][/b]\nThêm các công trình độc đáo làm từ Cây tre:\n[b]· Giường tre[/b]\n[b]· Bình phong tre[/b]\n[b]· Thủy xa[/b]\n[b]· Đèn tre[/b]\n[b]· Đình tre[/b]	Thực vật mới
31	[b][align=center][color=#ffe5a1][size=22]Môn phái mới--Võ Đang[/size][/color][/align][/b][b][size=20][color=#F2D896]Thêm 4 cảnh Võ Đang:[/size][/color][/b]\n[b]·Kim Đỉnh:[/b]\nĐứng trên đỉnh Thiên Trụ Phong, là đạo trường của Trân Vũ Đại Đế Huyền Thiên, cũng là nơi căn bản của đạo thống núi Võ Đang.\n[b]·Phục Chân Quán:[/b]\nCòn được gọi là Thái Tử Pha, nơi đây từng là chỗ Chân Vũ Đại Đế tu đạo khi còn là phàm nhân.\n[b]·Tử Tiêu Cung:[/b]\nTử Tiêu Cung tọa lạc dưới chân Triển Kỳ Phong, phía đông bắc của Thiên Trụ Phong—đỉnh chính của núi Võ Đang, có lưng tựa núi mặt hướng ra nước, nhiều tu sĩ sinh hoạt tu luyện, là bảo địa phong thủy tuyệt vời.\n[b]·Nam Nham Cung:[/b]\nXây dựng trên Nam Nham của núi Võ Đang, một bên giáp vực sâu biển mây, địa thế hiểm trở, phong cảnh tuyệt đẹp. Nơi đây có Long Đầu Hương nổi tiếng, rất linh nghiệm.\n\n[b][size=20][color=#F2D896]Tiên cảnh tuyệt sắc:[/size][/color][/b]\nKhi tạo ra những cảnh mới này, chúng tôi lấy cảm hứng từ các thắng cảnh nổi bật nhất của núi Võ Đang, phục dựng phong cảnh tiên cảnh tuyệt mỹ như Kim Điện trên Kim Đỉnh, biển mây, tường Hoàng Hà Chín Khúc của Phục Chân Quán, vách đá hiểm trở Nam Nham Cung, Long Đầu Hương, bia rùa của Tử Tiêu Cung v.v...\nCảnh vật trong game còn cách xa so với tiên cảnh Võ Đang ngoài đời, cũng hoan nghênh người chơi đến Thánh địa Võ Đang để chiêm ngưỡng, tự mình check-in!\n\n[b][size=20][color=#F2D896]Thêm 3 loài cá:[/size][/color][/b]\n[b]·Vân Thiện:[/b]\nLoài cá chình đặc biệt sống trong biển mây. Thịt nhẹ như không khí, cơ thể chứa đầy linh khí.\n[b]·Dạ Lý:[/b]\nCá chép sống trong mây, chỉ xuất hiện vào buổi tối.\n[b]·Yêu Thực Tạng Khí:[/b]\nLoài cua sống trong biển mây, cơ thể vô cùng cứng rắn, nghe nói chúng ăn sét trong mây làm thức ăn.\n\n[b][size=20][color=#F2D896]Thêm 21 công trình mới[/size][/color][/b]\n	Môn phái mới
32	[b][align=center][color=#ffe5a1][size=22]Công Pháp Mới[/size][/color][/align][/b][b][size=20][color=#F2D896]Huyền Thiên Chân Vũ Lưỡng Nghĩa Diệu Đạo:[/size][/color][/b]\nChỉ cần đáp ứng điều kiện là có thể tham ngộ công pháp này từ Kim Điện trên đỉnh Võ Đang.\n\nĐạo thống do Huyền Thiên Chân Vũ Đãng Ma Tổ Sư của núi Võ Đang truyền lại, công pháp này lấy khái niệm “Âm Dương” làm trung tâm, sở hữu nhiều cơ chế độc đáo, cực kỳ mạnh mẽ.\nĐây là Diệu Pháp đăng tiên do Trân Vũ Đại Đế truyền dạy. Tu luyện công pháp này có thể khai mở Âm Dương trong nội cảnh, kết thành Âm Dương Kim Đan, thành tựu Âm Dương Nguyên Thần, trong quá trình tu luyện Nguyên Thần phân thần sẽ đạt hiệu quả cao gấp bội, là trấn sơn pháp quyết của một mạch Huyền Thiên Chân Vũ núi Võ Đang, huyền diệu vô song.\nSau khi tu luyện công pháp này, mọi đạo hành do tham ngộ huyền diệu thu được đều quy về Âm Dương, tuy có thể nâng cao giới hạn sức mạnh của Tu Hành Giả lên rất nhiều, nhưng tỷ lệ đạo hành giữa các Nguyên Thần Âm Dương cũng sẽ ảnh hưởng căn bản đến tu vi của Tu Hành Giả. Công pháp này t thâu thiên địa huyền diệu của Âm Dương, bị thiên địa đố kỵ, bởi vậy thiên kiếp có uy lực cực kỳ lớn.\n\n[b][size=20][color=#F2D896]Âm Dương Tương Hóa:[/size][/color][/b]\nCây tham ngộ công pháp có hai trang Âm Dương, các bí kíp trên hai cây tham ngộ đều được thiết kế theo tư tưởng Âm Dương tương khắc, tương hóa, tương sinh.\n\nTrong \"Huyền Thiên Chân Vũ Lưỡng Nghĩa Diệu Đạo\" thêm hơn ba mươi loại bí kíp mới. Những bí kíp này đều sẽ tăng cường một năng lực nào đó và đồng thời mất đi một năng lực ở chiều khác, còn bí kíp ở phía Âm Dương tương đối thì hiệu quả hoàn toàn ngược lại.\nNếu chỉ tu luyện bí kíp về một phía Âm hoặc Dương, nhân vật sẽ mất thuộc tính phụ để đổi lấy sự tăng mạnh thuộc tính chính cần thiết.\nNếu đồng thời tu luyện cả Âm lẫn Dương, tuy hiệu quả của hai bí kíp sẽ triệt tiêu nhau, nhưng Tu Hành Giả cũng có thể từ sự kết hợp Âm Dương mà ngộ ra huyền diệu sâu xa hơn, từ đó học được bí kíp nâng cao bản chất giúp tăng mạnh thực lực nhân vật.\n\n[b][size=20][color=#F2D896]Âm Dương Chi Đạo:[/size][/color][/b]\nĐạo hành của Tu Hành Giả tu luyện công pháp này cũng chia thành Âm Dương. Khi học bí kíp, tham ngộ tiêu hao sẽ tính dựa vào Âm Dương thuộc Ngũ hành của bí kíp, sau khi học bí kíp, phần đạo hành vừa tăng cũng sẽ được phân chia vào Âm hoặc Dương tương ứng với Ngũ hành của bí kíp.\nCơ chế độc đáo này giúp nhân vật tiêu hao tham ngộ giảm rõ rệt, có không gian phát triển lớn hơn.\n\n[b][size=20][color=#F2D896]Âm Dương Cân Bằng:[/size][/color][/b]\nNăng lực của nhân vật sẽ thay đổi theo tỷ lệ Âm Dương trong đạo hành. Khi Âm Dương mất cân bằng, năng lực nhân vật sẽ giảm mạnh; khi tỷ lệ Âm Dương đạt một số điều kiện (như Thuần Âm, Thuần Dương hoặc Âm Dương cân bằng), năng lực nhân vật sẽ Thoát Thai Hoán Cốt.\n\n[b][size=20][color=#F2D896]Âm Dương Hóa Thân:[/size][/color][/b]\nKhi nhân vật tu luyện công pháp này đạt Kỳ nguyên thần, có thể luyện thành Âm Dương Nguyên Thần độc đáo. Trong chiến đấu, Nguyên Thần Âm Dương sẽ phân hóa xuất trận, hành động đồng bộ, uy lực vô song.	Công pháp mới
33	[b][align=center][color=#ffe5a1][size=22]Linh thú mới -- Huyền Vũ Miêu Miêu[/size][/color][/align][/b]Là một trong tứ linh thú của văn hóa truyền thống Trung Hoa, Huyền Vũ có mối liên hệ sâu sắc với núi Võ Đang. Thế động tĩnh của rùa và rắn kết hợp với ý nghĩa Âm Dương Thái Cực, từ xưa đã là thành phần quan trọng nhất trong văn hóa của núi Võ Đang.\nHuyền Vũ Miêu Miêu là hậu duệ của Huyền Vũ, tọa kỵ của Trân Vũ Đại Đế. Trong cơ thể nó, hai luồng khí âm dương điều hòa cùng tồn tại, nội đan cũng có thể chia đôi. Do đó, Huyền Vũ có thể co lại hoặc duỗi ra, vừa công vừa thủ đều tinh thông.\n\n[b][size=20][color=#F2D896]Đặc tính linh thú:[/size][/color][/b]\nDù tốc độ chậm chạp, Huyền Vũ Miêu Miêu lại xuất sắc trong việc nạp khí, tiêu thụ ít đồ ăn. Thêm nữa, nhờ âm dương hóa hợp, nó có thể hấp thu dinh dưỡng từ đồ ăn gấp nhiều lần và chuyển hóa thành linh thạch.\n\n[b][size=20][color=#F2D896]Thần thông linh thú:[/size][/color][/b]\n\n[b]· Tĩnh Tâm Nạp Khí:[/b]\nKhả năng nạp khí của Huyền Vũ có thể tạm thời ban cho đệ tử, giúp họ không cần ăn uống mà cũng không cảm thấy mệt mỏi.\n[b]· Che Dấu Thiên Cơ:[/b]\nHuyền Vũ có thể giúp yêu quái che giấu Thiên Cơ, làm chậm lại Thiên Kiếp hóa hình.\n[b]· Tiên Thiên Linh Thổ:[/b]Huyền Vũ vận dụng sức mạnh âm dương, biến một khu vực thành linh thổ.\n\n[b][size=20][color=#F2D896]Thuật pháp linh thú:[/size][/color][/b]\nLinh tính và sát tính sẽ trực tiếp ảnh hưởng đến hai khí âm dương trong cơ thể Huyền Vũ, giúp nó sử dụng nhiều loại thuật pháp khác nhau.\nKhi sát tính mạnh hơn, nó thiên về tấn công, có thể phá vỡ phòng ngự của kẻ địch, thậm chí gây rối loạn trận pháp.\nKhi linh tính mạnh hơn, nó thiên về phòng ngự, có thể trị liệu và bảo hộ đồng đội, hỗ trợ ổn định trận pháp.\n\n[b][size=20][color=#F2D896]Cách nhận được:[/size][/color][/b]\nKhi người chơi đạt mức hảo cảm tối đa với môn phái Võ Đang, có thể thông qua Lịch luyện Bái sơn để nhận được linh thú Huyền Vũ.	Linh thú mới
34	[b][align=center][color=#ffe5a1][size=22]Kỳ Ngộ Mới[/size][/color][/align][/b][b][size=20][color=#F2D896]Thêm 4 loại kỳ ngộ trên bản đồ:[/size][/color][/b]\n[b]·Tế bái Hương Long Đầu:[/b]\nNghe đồn Hương Long Đầu ở Nam Nham Cung rất linh nghiệm……\n\n[b]·Điện Thái Tử Đọc Sách:[/b]\nỞ góc trên bên trái của Phục Chân Quán có một nơi gọi là Điện Thái Tử Đọc Sách, truyền thuyết cho rằng đây là nơi Trân Vũ Đại Đế khi còn là phàm nhân đã tu luyện và tham ngộ, biết đâu nơi đó còn sót lại cơ duyên của Trân Vũ Đại Đế……\n\n[b]·Tử Tiêu Cung Tàng Bảo:[/b]\nTử Tiêu Cung là nơi các tu hành giả Võ Đang các đời tu luyện, qua hàng trăm năm luyện đan ngự kiếm tại đây, có lẽ sẽ để lại một số bảo vật của tiền nhân……\n\n[b]·Tiên duyên tại Tử Tiêu Cung:[/b]\nNghe đồn Tử Tiêu Cung có ba tấm bia đá cất giấu đại tiên duyên……	Kỳ Ngộ
