ID	Content
96	    [NAME] trong khi du lịch khắp nơi, đi qua một ngôi làng bị quái vật tàn phá. [NAME] vốn không muốn quan tâm, nhưng quái vật này lại tìm đến, đành phải ra tay chém giết. Thực sự trong vòng trăm dặm vang danh anh hùng.
97	    [NAME] trong khi du lịch khắp nơi, đi qua một ngôi làng gặp nhiều tai họa. Nhìn thấy mới biết nơi này phong thủy rất kém, lại là chốn tuyệt địa của cửu u. [NAME] không nỡ để cư dân nơi này chịu đựng tai họa, liền ra tay giúp cải thiện phong thủy.
98	    [NAME] trong khi du lịch khắp nơi, đi qua một vùng đất linh khí dày đặc, [NAME] bỗng nhiên được trí tuệ, quyết định ở lại nơi này bế quan tu luyện mười mấy năm, tu vi tiến bộ lớn.
99	    [NAME] sau khi bị đuổi khỏi môn phái mặc dù rất tiếc nuối vì đã bỏ lỡ cơ duyên tiên, nhưng cũng biết chuyện này không thể cưỡng cầu. Chỉ đành sắp xếp tâm trạng, mất vài tháng trở về quê hương.
100	    [NAME] đã đến lúc hết thọ, qua đời trong yên bình.
101	    [NAME] không may bị nhiễm bệnh nặng, các phương pháp thuốc men phàm trần đều vô hiệu, sau vài tháng vật lộn đã đột ngột qua đời.
102	    [NAME] vận số không tốt, khu vực nơi mình ở lại bị một tà tu để mắt đến, toàn bộ làng mạc trong một đêm bị luyện hồn mà chết.
103	    Một yêu thú [MONSTER3] xâm nhập khu vực của [NAME], [NAME] dẫn dắt mọi người đuổi yêu thú, nhưng không may bị thương, chết ngay tại chỗ.
104	    [NAME] bất ngờ phát hiện ánh sáng từ xa lóe lên, từ trước đã thấy ở tiên môn, biết đó là tiên nhân cưỡi kiếm, vội vàng chạy đi cầu tiên duyên. Không ngờ đó lại là hai kẻ thù đang đấu pháp sinh tử, [NAME] chỉ là một phàm nhân, đã chết ngay trong dư ba của cuộc đấu pháp, thật sự khiến người ta cảm thán.
105	    Khu vực của [NAME] được coi là quê hương của những kẻ mưu phản triều đình gần đây, bị liên lụy mà chết.
106	    Khu vực của [NAME] bị một băng nhóm phản bội chạy trốn qua cướp bóc, toàn bộ làng mạc không còn lại gì, thật sự là một thảm kịch.
107	    [NAME] mãi không thể quên được cơ duyên tiên đã mất, buồn bã suốt ngày, cuối cùng lo âu mà chết.
108	    [NAME] khi ra ngoài làm việc, bị một con lợn rừng điên cuồng đâm gãy lưng, sau nửa năm phải chịu đựng bệnh tật mà qua đời.
109	    Khu vực của [NAME] gặp phải một trận lũ lụt, toàn bộ dân làng không ai sống sót.
110	    Khu vực của [NAME] gặp phải một trận bão sấm sét, [NAME] đang ngồi trong nhà, bị sét đánh trúng, chết ngay tại chỗ.
111	    [NAME] dù sao cũng đã từng ở trong môn phái tiên, lời nói không tầm thường, kiến thức cũng không phải phàm nhân có thể so sánh. Thậm chí kết hôn với một người ngoại tộc hoàng gia, thật sự là một điều hạnh phúc.
112	    [NAME] kết hôn với một người bình thường. Tuy nhiên, họ đã từng lên tiên sơn, những người đến cầu hôn không biết bao nhiêu, đưa ra lựa chọn này khiến nhiều người xung quanh ngạc nhiên.
113	    [NAME] giấu kín mọi thứ của mình, bình thường kết hôn với một người môn đăng hộ đối, cũng sống an bình hạnh phúc.
114	    [NAME] sau nhiều năm sống trong thế giới phàm nhân, vẫn không thể quên được hình bóng của người tiên trên tiên sơn, quyết định suốt đời không kết hôn.
115	    [NAME] nhờ vào trải nghiệm trên tiên sơn mà có được kiến thức rộng rãi, trở thành tiến sĩ nổi tiếng nhất địa phương, có nhiều người tìm đến cầu hỏi.
116	    [NAME] nhờ vào trải nghiệm trên tiên sơn mà có được tài năng phi phàm, trở thành người mạnh nhất trong vùng, có nhiều người tìm đến bái sư học tập.
117	    [NAME] nhờ vào trải nghiệm trên tiên sơn mà có được danh vọng cao, ở nơi mình sống một câu gọi cả trăm người đáp lại, cuộc sống khá tốt.
118	    [NAME] nhờ vào trải nghiệm trên tiên sơn mà có được trí tuệ hơn người, khả năng suy diễn tính toán hiếm có đối thủ, suốt ngày có người đến xin ý kiến.
119	    Khu vực của [NAME] bị yêu thú [MONSTER3] xâm nhập, may mắn nhờ vào nghe được điểm yếu của yêu thú trên tiên sơn, dẫn dắt mọi người thành công đánh bại yêu thú.
120	    Khu vực của [NAME] gặp phải một trận lũ lớn, không biết sao mà [NAME] bỗng dưng tỉnh dậy giữa đêm, dẫn dắt mọi người chạy lên núi, thoát khỏi một kiếp nạn.
121	    Khu vực của [NAME] gặp phải dịch bệnh, may mắn [NAME] có kiến thức phong phú, kịp thời khuyên mọi người cách ly xử lý, mặc dù có phần tàn nhẫn, nhưng ít nhất đã ngăn chặn được sự lây lan của dịch bệnh.
122	    Khu vực của [NAME] gặp phải đêm dài vĩnh cửu, may mắn [NAME] có kinh nghiệm trên tiên sơn đã chuẩn bị trước, mọi người thuận lợi vượt qua thảm họa.
123	    [NAME] cuối cùng đã tích đủ tiền, tại [CITY3] mua được tài sản của mình.
124	    [NAME] vô tình cứu sống một quý nhân, không ngờ được tặng một bộ tài sản tại [CITY3].
125	    [NAME] vì trải nghiệm trên tiên sơn mà được hoàng gia chú ý. Để thu hút [NAME], họ đặc biệt tặng cho [NAME] một bộ tài sản sang trọng tại [CITY3], có thể nói là một bước lên trời.
126	    [NAME] trong khi làm việc tại [CITY3], tình cờ cứu một ông lão mắc bệnh nặng, không ngờ người này lại là một trong những triệu phú hàng đầu tại [CITY3]. Để cảm ơn [NAME], triệu phú này đã tặng cho ông một bộ tài sản sang trọng.
127	    [NAME] vô tình đắc tội với một tên côn đồ địa phương, bị gãy một chân.
128	    [NAME] vô tình bị nhiễm bệnh nặng, trải qua một trận bệnh kéo dài hơn nửa năm mới hồi phục, sức khỏe bị tổn hại nặng nề.
129	    [NAME] trong khi làm việc tại [CITY3], tình cờ giúp một đứa trẻ ăn xin thất thế. Không ngờ đứa trẻ này lại là hóa thân của một tiên nhân. Để cảm ơn hành động tốt của [NAME], tiên nhân ban cho [NAME] mười năm tuổi thọ, rồi rời đi.
130	    Một yêu thú [MONSTER3] xâm nhập khu vực của [NAME], [NAME] dẫn dắt mọi người đuổi yêu thú, nhưng không may bị thương nặng.
131	    [NAME] thật sự gặp vận may lớn, tình cờ nhặt được một hộp vàng.
132	    Khu vực của [NAME] bị bọn cướp tấn công, [NAME] chiến đấu khổ sở tuy thoát được mạng sống, nhưng vẫn bị gãy một cánh tay.
133	    Khu vực của [NAME] bị một băng nhóm phản bội chạy trốn qua cướp bóc, [NAME] bị một nhát dao xuyên ngực, nhưng kỳ diệu thay lại tránh được tất cả những chỗ hiểm yếu, may mắn sống sót.
134	    [NAME] vận may đến, tại sòng bạc ở [CITY3] thắng lớn, kiếm được một số tiền lớn. Không ngờ vận rủi cũng đến, bị người ghen ghét, không chỉ bị cướp tài sản, còn bị đánh đập tàn nhẫn.
135	    [NAME] hy vọng thi đỗ quan trường, nhưng tiếc rằng trượt.
136	    [NAME] đã trải qua nhiều điều ở phàm gian, đột nhiên hiểu được đạo lý nhân gian đều khổ. Đáng tiếc cơ duyên tiên đã mất, thật đáng tiếc.
137	    [NAME] khi ra ngoài làm việc, thấy một kẻ quyền quý khoe khoang, tùy tiện đánh đập dân thường, [NAME] tức giận không thôi, đã đánh đập kẻ quyền quý này giữa đường. Nhưng vì vậy mà bị truy nã, phải chạy trốn một thời gian dài mới thoát khỏi kẻ đuổi.
138	    [NAME] vì trải nghiệm trên tiên sơn mà bị người ghen ghét, trong một lần ra ngoài đã bị người ta thiết kế gặp phải kẻ mạnh chặn đường. May mắn [NAME] số mệnh lớn, mới thoát được mạng sống.
139	    [NAME] vì trải nghiệm trên tiên sơn mà bị người ghen ghét, bị người ác ý lan truyền tin đồn. [NAME] không còn cách nào khác, chỉ có thể dọn khỏi nơi này.
140	    [NAME] vì trải nghiệm trên tiên sơn mà cảm thấy mình hơn người, không ngờ vì vậy mà gây ra họa, bị người ác ý hãm hại, cuối cùng mặc dù còn sống, nhưng lại vĩnh viễn mất đi mắt trái.
141	    [NAME] vì trải nghiệm trên tiên sơn mà bị một cao thủ võ lâm chú ý, muốn từ [NAME] hỏi ra tung tích của tiên nhân. May mắn [NAME] nhận thức được đại cục, biết không thể tiết lộ tung tích của tiên sơn, cắn chặt răng không chịu mở miệng. Cao thủ võ lâm này cũng trong lòng lo lắng, không dám ép quá, cuối cùng chỉ có thể thả [NAME] đi.
142	    [NAME] vì trải nghiệm trên tiên sơn mà cảm thấy mình hơn người, không ngờ lại vì vậy mà đắc tội với một tiên nhân ẩn dật trong thị trường. Sau khi tiên nhân nhẹ nhàng trừng phạt rời đi, [NAME] mới biết mình lại một lần nữa bỏ lỡ cơ duyên tiên, hối hận không thôi.
143	    [NAME] trong một lần ra ngoài gặp một lão nhân có khí chất tiên phong đạo cốt, khí chất này khiến [NAME] nhớ đến tiên gia trên tiên sơn, tưởng rằng là tiên nhân thực sự, vì vậy rất chiều chuộng. Tuy nhiên lão nhân này cũng là người bị đuổi khỏi tiên sơn, và đã lừa đảo, [NAME] vì vậy mất hết gia sản, thật sự thê thảm.
144	    [NAME] trong một lần ra ngoài gặp một lão nhân có khí chất tiên phong đạo cốt, [NAME] tưởng rằng là tiên nhân hạ phàm, cầu xin mãi. Không ngờ người này lại là một tà tu bị đuổi khỏi môn phái, đã lừa lấy hai mươi năm tuổi thọ của [NAME] rồi lặng lẽ rời đi, thật đáng thương [NAME] vì vậy mà ngắn ngủi mà không biết.
145	    [NAME] trong một lần ra ngoài gặp một đứa trẻ hành vi kỳ quái, [NAME] nhớ lại truyền thuyết đã nghe trên tiên sơn, tưởng rằng là tiên nhân chơi đùa nhân gian, liền cố gắng chiều chuộng, không ngờ đây chỉ là một đứa trẻ có vấn đề thần kinh, tạo thành một trò cười lớn.
146	    [NAME] trong một lần ra ngoài gặp một cô gái có khí chất bất thường, [NAME] nhớ lại truyền thuyết đã nghe trên tiên sơn, tưởng rằng là tiên nhân chơi đùa nhân gian, liền cố gắng chiều chuộng, không ngờ người này lại là công chúa hoàng gia lén lút ra ngoài chơi, [NAME] lập tức bị vệ sĩ âm thầm bảo vệ công chúa bắt giữ, tra khảo một hồi.
147	    [NAME] trong một lần ra ngoài gặp một lão nhân có khí chất tiên phong đạo cốt cầu xin giúp đỡ, [NAME] tưởng rằng là kẻ lừa đảo, liền không khách khí đuổi đi, thậm chí còn muốn đánh ông ta một trận, không ngờ người này thực sự là tiên nhân hạ phàm. Tiên nhân bị đánh một trận, cười hì hì, cưỡi mây rời đi. [NAME] lại một lần nữa mất cơ duyên tiên, hối hận không thôi.
148	    [NAME] chết đi một mảnh hồn phách mơ hồ rơi vào địa ngục, bắt đầu chờ đợi kiếp sống tiếp theo.
149	    [NAME] trong kiếp này rơi vào một gia đình giàu có, vì [NAME] tài năng xuất chúng, từ nhỏ đã được [SCHOOL4] nhận làm đệ tử, nhảy ra khỏi luân hồi, lại bước vào con đường tiên. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
150	    [NAME] trong kiếp này trở thành hài tử độc nhất của một cặp tu luyện viên nguyên anh, mặc dù [NAME] có phẩm chất không tốt, nhưng cũng được cha mẹ chăm sóc bằng các linh dược, để có thể nhảy ra khỏi luân hồi, lại bước vào con đường tiên. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
151	    [NAME] trong kiếp này từ nhỏ bị một tu sĩ tà đạo bắt đi làm lò luyện, sau khi tên tà tu bị tiêu diệt, [NAME] vì phẩm chất khá tốt, được [SCHOOLG4] nhận vào nội môn, để có thể nhảy ra khỏi luân hồi, lại bước vào con đường tiên. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
152	    [NAME] trong kiếp này sống ở một ngôi làng bị tà phái chọn làm lễ hiến tế, [NAME] vì phẩm chất khá tốt, được [SCHOOLB4] giữ lại mạng sống, để có thể nhảy ra khỏi luân hồi, lại bước vào con đường tiên. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
153	    [NAME] trong kiếp này trở thành một nông dân bình thường, nhưng không may bị cuốn vào một cuộc chiến giữa chính và tà, tên tà tu bế tắc, thi triển cấm thuật, [NAME] trở thành nhiên liệu cho cấm thuật, bị tiêu diệt hoàn toàn, ngay cả việc tái sinh cũng không thể, mãi mãi biến mất giữa trời đất.
154	    [NAME] do cơ duyên ngẫu nhiên, được địa ngục chọn làm quỷ sai. Cũng coi như là một hình thức khác để thoát khỏi luân hồi.
155	    [NAME] trong kiếp này trở thành một con lợn rừng, do cơ duyên ngẫu nhiên đã nuốt phải một khối hà thủ ô năm ngàn năm, khai mở linh trí, trở thành một con yêu tu, để có thể nhảy ra khỏi luân hồi. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
156	    [NAME] trong kiếp này trở thành một con thỏ, do cơ duyên ngẫu nhiên đã xông vào một trận pháp tụ linh do một tu sĩ xây dựng, khai mở linh trí, trở thành một con yêu tu, để có thể nhảy ra khỏi luân hồi. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
157	    [NAME] trong kiếp này trở thành một con hạc tiên, vì thân hình béo tốt, được một vị tiên nhân điểm hóa, trở thành thú cưỡi, cũng khai mở linh trí, trở thành một con yêu tu, để có thể nhảy ra khỏi luân hồi. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
158	    [NAME] trong kiếp này trở thành một người dân bình thường, trong một lần vào núi hái thuốc gặp một tên tà tu sắp chết. Tên tà tu muốn đoạt xá, nhưng trong khoảnh khắc cuối cùng lại chết, vô tình để lại cho [NAME] một thân tu vi, để có thể nhảy ra khỏi luân hồi, lại bước vào con đường tiên. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
159	    [NAME] trong kiếp này sống trong một gia đình thương nhân, trong một lần hội tu tiên bị [SCHOOL4] chọn, trở thành đệ tử nội môn, để có thể nhảy ra khỏi luân hồi, lại bước vào con đường tiên. [NAME] trong kiếp này sẽ diễn ra câu chuyện như thế nào? Vẫn chưa thể biết.
160	    [NAME] vì những lời nói dối tích lũy từ kiếp trước quá nhiều, bị đánh vào địa ngục cắt lưỡi, chịu đựng trăm năm cực hình.
161	    [NAME] vì những tội ác tích lũy từ kiếp trước quá nhiều, bị đánh vào địa ngục cột đồng, chịu đựng trăm năm cực hình.
162	    [NAME] vì những tội ác giết chóc tích lũy từ kiếp trước quá nhiều, bị đánh vào địa ngục núi dao, chịu đựng trăm năm cực hình.
163	    [NAME] vì những tội ác tham lam tích lũy từ kiếp trước quá nhiều, bị đánh vào địa ngục núi lửa, chịu đựng trăm năm cực hình.
164	    [NAME] vận mệnh không tốt, đúng lúc núi âm sụp đổ, bị bắt làm khổ sai hơn trăm năm mới được tự do, trở lại luân hồi.
165	    [NAME] vận mệnh không tốt, đúng lúc sông âm tràn bờ, bị bắt làm khổ sai hơn trăm năm mới được tự do, trở lại luân hồi.
166	    [NAME] vận mệnh không tốt, đúng lúc thành phố quỷ sửa chữa một lần ngàn năm, bị bắt làm khổ sai hơn trăm năm mới được tự do, trở lại luân hồi.
167	    [NAME] vận mệnh không tốt, đúng lúc địa ngục nổi loạn, bị bắt làm quỷ binh đàn áp địa ngục hơn trăm năm mới được tự do, trở lại luân hồi.
168	    [NAME] còn chưa kịp trở lại luân hồi, đã bị một tên tà tu ở nhân gian dùng pháp thuật bắt đi, luyện thành pháp bảo để tăng cường sức mạnh. Cho đến hàng chục năm sau, khi pháp khí này bị hủy, mới có thể trở lại luân hồi.
169	    [NAME] còn chưa kịp trở lại luân hồi, đã bị một gia đình tiên nhân dùng pháp năm quỷ bắt đi, trở thành khổ sai để sửa chữa môn phái. Cho đến hàng chục năm sau, khi khổ sai làm xong mới được thả, mới có thể trở lại luân hồi.
170	    [NAME] còn chưa kịp trở lại luân hồi, đã bị một tên tà tu bắt đi luyện thành pháp thuật. Cho đến hàng chục năm sau, tên tà tu này rơi vào tai nạn, mới được tự do, có thể trở lại luân hồi.
171	    [NAME] còn chưa kịp trở lại luân hồi, đã bị một vị tiên nhân bắt đi luyện thành sáu đinh sáu giáp khôi lỗi. Cho đến một lần đại địch xâm lược, khôi lỗi bị hủy, mới được tự do, trở lại luân hồi.
172	    [NAME] trong kiếp này bị người âm thầm hại chết, một chút oán niệm không tan biến trở thành linh hồn. Cho đến khi hút cạn dương khí của kẻ thù, oán niệm mới tan biến mới trở lại luân hồi.
173	    [NAME] trong kiếp này chết trong một nơi tuyệt địa chín u, bị phong thủy hung dữ ảnh hưởng, hóa thành linh hồn ác, gây họa suốt mười năm mới bị một vị tiên nhân xua tan oán niệm, trở lại luân hồi.
174	    [NAME] trong kiếp này bị tà tu giết chết, luyện thành linh hồn ác. Sau đó tà tu bị tiêu diệt, [NAME] chạy trốn vào nhân gian, gây họa suốt mười năm mới bị một cao nhân dùng pháp thuật xua tan oán niệm, trở lại luân hồi.
175	    [NAME] trong kiếp này trở thành một con rắn, nhưng lại bị một bọn cướp núi bắt giữ, bị hành hạ trong vài tháng rồi chết. Sau khi chết, oán niệm không tan biến hóa thành linh hồn ác, giết chết toàn bộ bọn cướp, sau đó chiếm giữ một vùng đất trở thành thế lực. Cho đến khi gặp phải kiếp sét mới bị đánh tan oán khí, trở lại luân hồi.
176	    [NAME] trong kiếp này trở thành một con chó săn, theo chủ nhân rong ruổi trong rừng núi. Trong một lần đi săn, để cứu chủ nhân mình, không may chết dưới sự tấn công của con mồi, trở lại luân hồi.
177	    [NAME] trong kiếp này trở thành một con bò sữa, vắt sữa cả đời, khi già bị giết thịt, trở lại luân hồi.
178	    [NAME] trong kiếp này trở thành một con gà, mới sinh không lâu đã bị làm món gà hầm nấm, trở lại luân hồi.
179	    [NAME] trong kiếp này trở thành một con rùa, sống bình thường không có gì đặc biệt được năm trăm năm mới chết, trở lại luân hồi.
180	    [NAME] trong kiếp này trở thành một con thỏ, bị một bọn cướp núi bắt đi làm món đầu thỏ cay.
181	    [NAME] trong kiếp này trở thành một con kiến, bị một đứa trẻ nghịch ngợm tè vào tổ kiến mà chết đuối, trở lại luân hồi.
182	    [NAME] trong kiếp này trở thành một con ếch, trong lúc kêu gọi đã bị một cao thủ võ lâm nhìn thấy, từ đó ngộ ra một môn võ công tuyệt thế. Vị cao thủ này vô cùng vui mừng, kích hoạt nội lực làm bùng lên sóng lớn trên hồ để bày tỏ niềm vui, con ếch này liền bị đánh chết, trở lại luân hồi.
183	    [NAME] trong kiếp này trở thành một con vẹt, vì chuyên học chửi bới, miệng đặc biệt thối, bị người lột sạch lông, sống chết rét.
184	    [NAME] trong kiếp này đầu thai vào một gia đình có truyền thống học vấn, từ nhỏ học hành chăm chỉ, thi đỗ công danh, sống một cuộc đời tốt đẹp, được kết thúc tốt đẹp, trở lại luân hồi.
185	    [NAME] trong kiếp này đầu thai vào một gia đình nông dân bình thường, nhưng lại ngẫu nhiên được một vị tiên nhân chọn lên núi làm tiểu đồng. Tuy nhiên [NAME] vẫn thiếu duyên tiên, vì phạm lỗi bị đuổi xuống núi, kết thúc cuộc đời trong sự hối tiếc.
186	    [NAME] trong kiếp này đầu thai vào một gia đình thương nhân, trong một lần giao dịch đã lộ tiền bạc, bị người theo dõi mưu tài sát nhân, trở lại luân hồi.
187	    [NAME] trong kiếp này trở thành hài tử của một người nông dân nghèo, từ nhỏ mắc bệnh nặng, không có tiền chữa trị, vì vậy qua đời, trở lại luân hồi.
188	    [NAME] trong kiếp này trở thành một người học trò, nhưng vì trí tuệ quá thấp, cả đời thi cử không đỗ, cuối cùng u uất mà chết, trở lại luân hồi.
189	    [NAME] trong kiếp này lưu lạc vào thanh lâu, trở thành một cô gái hoa lệ. Cuộc đời khổ sở nửa đời, cuối cùng nhảy xuống sông tự vẫn, trở lại luân hồi.
190	    [NAME] trong kiếp này trở thành một công chúa hoàng gia, để làm dịu lòng dân tộc man rợ bị gả vào vùng ngoài, còn trẻ đã qua đời trong khổ sở, trở lại luân hồi.
191	    [NAME] trong kiếp này trở thành một công chúa hoàng gia, gả cho tể tướng đương triều, sống một cuộc đời giàu có, chết già, trở lại luân hồi.
192	    [NAME] trong kiếp này gia đình sa sút, trở thành ăn xin. Trong một lần xin ăn bị một quyền quý đi qua đánh vào đầu, chết giữa đường, trở lại luân hồi.
193	    [NAME] trong kiếp này đầu thai vào một gia đình giàu có, nhưng lại mắc phải tệ nạn cờ bạc, cuối cùng trở thành ăn xin, cuối cùng chết đói trên đường, trở lại luân hồi.
194	    [NAME] trong kiếp này trở thành hài tử của một vị tướng quân, nhưng tướng quân lại bị kẻ thù chính trị vu cáo phản bội, bị liên lụy chín họ, chết trên pháp trường, trở lại luân hồi.
195	    [NAME] trong kiếp này vô cùng xui xẻo, làm gì cũng thất bại, cuối cùng không chịu nổi, nhảy xuống sông tự vẫn, trở lại luân hồi.
196	    [NAME] trong kiếp này sinh ra ở một ngôi làng tách biệt với thế giới, sống một cuộc đời bình yên vui vẻ, vô cùng hạnh phúc.
197	    [NAME] cuối cùng đã mất hết mọi cảm xúc của con người, hóa thành thần linh, thoát khỏi trần thế.
198	    [NAME] tuân theo lời cầu nguyện của tín đồ, trong hỗn độn mở ra một thế giới để đặt quốc gia thần linh của mình, không còn giao tiếp với thế giới bên ngoài, tự cung tự cấp, không gặp tai họa, mãi mãi hưởng thụ tự do.
199	    Khi ma đế Phí Bích Khong vận hành 《Thánh Thiên Thư》, nhờ lệnh của Đông Hoàng vận chuyển khí vận ngàn năm mở ra giới hạn, trong khi đó, giới tu tiên đã xảy ra những biến đổi lớn lao. Thiên đạo thiếu sót của thế giới này dưới sự dẫn dắt của thiên đạo trong đại thiên thế giới, từ từ bắt đầu sụp đổ, và dần dần quay trở lại đại thiên thế giới. Bị ảnh hưởng bởi điều này, các tu sĩ trong giới tu tiên đều xảy ra thoái lui, và những người có công lực sâu sắc càng nghiêm trọng, trong chốc lát hỗn loạn bắt đầu xuất hiện, lòng người hoang mang.
200	    Khi ma đế Phí Bích Khong vận hành 《Thánh Thiên Thư》, nhờ lệnh của Đông Hoàng vận chuyển khí vận ngàn năm mở ra giới hạn, trong khi đó, giới tu tiên đã xảy ra những biến đổi lớn lao. Thiên đạo thiếu sót của thế giới này dưới sự dẫn dắt của thiên đạo trong đại thiên thế giới, từ từ bắt đầu sụp đổ, và dần dần quay trở lại đại thiên thế giới. Bị ảnh hưởng bởi điều này, các tu sĩ trong giới tu tiên đều xảy ra thoái lui, và những người có công lực sâu sắc càng nghiêm trọng, trong chốc lát hỗn loạn bắt đầu xuất hiện, lòng người hoang mang.
201	    Khi ma đế Phí Bích Khong vận hành 《Thánh Thiên Thư》, nhờ lệnh của Đông Hoàng vận chuyển khí vận ngàn năm mở ra giới hạn, trong khi đó, giới tu tiên đã xảy ra những biến đổi lớn lao. Thiên đạo thiếu sót của thế giới này dưới sự dẫn dắt của thiên đạo trong đại thiên thế giới, từ từ bắt đầu sụp đổ, và dần dần quay trở lại đại thiên thế giới. Bị ảnh hưởng bởi điều này, các tu sĩ trong giới tu tiên đều xảy ra thoái lui, và những người có công lực sâu sắc càng nghiêm trọng, trong chốc lát hỗn loạn bắt đầu xuất hiện, lòng người hoang mang.
202	    Khi ma đế Phí Bích Khong vận hành 《Thánh Thiên Thư》, nhờ lệnh của Đông Hoàng vận chuyển khí vận ngàn năm mở ra giới hạn, trong khi đó, giới tu tiên đã xảy ra những biến đổi lớn lao. Thiên đạo thiếu sót của thế giới này dưới sự dẫn dắt của thiên đạo trong đại thiên thế giới, từ từ bắt đầu sụp đổ, và dần dần quay trở lại đại thiên thế giới. Bị ảnh hưởng bởi điều này, các tu sĩ trong giới tu tiên đều xảy ra thoái lui, và những người có công lực sâu sắc càng nghiêm trọng, trong chốc lát hỗn loạn bắt đầu xuất hiện, lòng người hoang mang.
203	    [NAME] mặc dù nhận được sự chỉ bảo của các trưởng lão trong phái, nhưng một trái tim khao khát tu luyện vẫn không thể nhẫn nhịn. Sau khi sống một thời gian ở thế giới phàm, [NAME] vẫn mạo hiểm trở lại trung nguyên. Lúc đó, sự hỗn loạn trong giới tu luyện đã bùng nổ, các tiên nhân tranh đấu, sinh mạng phàm nhân như cỏ rác. [NAME] đã gặp phải kiếp nạn, trong một lần thăm thú núi sâu, đã gặp phải cuộc chiến pháp thuật của các tiên nhân, dẫn đến cái chết không còn xương cốt.
204	    [NAME] nhận được sự chỉ bảo của các trưởng lão trong phái, mặc dù không biết vì sao, nhưng [IT] hiểu rõ sự hiểm ác của giới tu tiên, vì vậy đã dập tắt ý nghĩ, an tâm sống. [IT] đã sử dụng những kiến thức từ tiên nhân ở môn phái, ở một vương quốc phàm nhân xa xôi khỏi trung nguyên sống rất tốt, mặc dù không còn duyên tiên, nhưng cũng sống một cuộc đời vẻ vang, chết già.
205	    [NAME] mặc dù nhận được sự chỉ bảo của các trưởng lão trong phái, nhưng một trái tim khao khát tu luyện vẫn không thể nhẫn nhịn. Sau khi sống một thời gian ở thế giới phàm, [NAME] vẫn mạo hiểm trở lại trung nguyên. Lúc đó, trong giới tu luyện đã xảy ra hỗn loạn, các tiên nhân tranh đấu thường xuyên, máu chảy thành sông. Nhưng [NAME] có cơ duyên trời định, ngược lại trong tình thế hỗn loạn này sống sót, thậm chí tìm thấy cơ duyên của mình, chính thức bước vào con đường tu luyện. Trong những trải nghiệm sau này, [NAME] tìm thấy những đồng môn cũ ở lại thế giới này, và hiểu rõ nguyên nhân của hỗn loạn. [NAME] quyết tâm kiên định, kiên quyết quyết định bước vào con đường trở về tịch diệt, trở lại đại thiên thế giới. Mặc dù từ bỏ tu vi đã khó khăn để có được, nhưng con đường tiên mới đã mở ra trước mắt [NAME].
206	    [NAME] tâm quyết kiên định, lập tức quyết định đi theo bậc tiền bối trong phái bước vào con đường trở về tịch diệt, trở lại đại thiên thế giới. Mặc dù từ bỏ tu vi đã khó khăn để có được, nhưng con đường tiên mới đã mở ra trước mắt [NAME].
207	    [NAME] cuối cùng cảm thấy việc bước vào con đường tiên là không dễ, thật sự không thể quyết định từ bỏ tu vi đã khó khăn để có được, vì vậy quyết định đi theo một số trưởng lão tạm thời ở lại thế giới này. Sau khi cuộc hỗn loạn của mạt pháp bùng nổ, [NAME] khôn ngoan ẩn mình trong trần thế, dựa vào tu vi tích lũy được nhiều tài sản, mặc dù sau đó tu vi hoàn toàn mất đi, nhưng cũng có thể sống một cuộc đời hạnh phúc bên gia đình.
208	    [NAME] cuối cùng cảm thấy việc bước vào con đường tiên là không dễ, thật sự không thể quyết định từ bỏ tu vi đã khó khăn để có được, vì vậy quyết định đi theo một số trưởng lão tạm thời ở lại thế giới này. Nhưng dưới mái nhà sập, làm sao có trứng nguyên vẹn? Sau khi cuộc hỗn loạn của mạt pháp bùng nổ, [NAME] cuối cùng cũng bị rơi vào kiếp nạn cuối cùng, trở lại luân hồi.
